min_pullback,hard_stop,cooldown_bars,std_pct_filter,period,0
0.01,0.05,9,0.045000000000000005,70,0.23017185400902493
0.01,0.05,9,0.045000000000000005,80,0.23017185400902493
0.01,0.05,9,0.045000000000000005,90,0.23017185400902493
0.01,0.05,9,0.05,10,0.15956954987340766
0.01,0.05,9,0.05,20,0.15956954987340766
0.01,0.05,9,0.05,30,0.15956954987340766
0.01,0.05,9,0.05,40,0.15956954987340766
0.01,0.05,9,0.05,50,0.15956954987340766
0.01,0.05,9,0.05,60,0.15956954987340766
0.01,0.05,9,0.05,70,0.15956954987340766
0.01,0.05,9,0.05,80,0.15956954987340766
0.01,0.05,9,0.05,90,0.15956954987340766
0.01,0.060000000000000005,3,0.015,10,0.6041738480783551
0.01,0.060000000000000005,3,0.015,20,0.6041738480783551
0.01,0.060000000000000005,3,0.015,30,0.6041738480783551
0.01,0.060000000000000005,3,0.015,40,0.6041738480783551
0.01,0.060000000000000005,3,0.015,50,0.6041738480783551
0.01,0.060000000000000005,3,0.015,60,0.6041738480783551
0.01,0.060000000000000005,3,0.015,70,0.6041738480783551
